Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S23559384,Ornate Tinamou,Nothoprocta ornata,106,X,PE-HUC,,L3661143,On steep puna,-10.347202,-76.839645,2013-06-11,,Historical,0,0,,,1
S25044383,Snow Goose,Anser caerulescens,267,4,CA-QC,Montréal,L3775282,Parc René-Lévesque,45.4285655,-73.6812991,2015-09-15,10:10 AM,eBird - Traveling Count,5,1,1.931,,1,,,"Biking the loop <br />Submitted from eBird for iOS, version 1.1.2 Build 27"
S86944142,Snow Goose,Anser caerulescens,267,X,CA-ON,"Stormont, Dundas and Glengarry",L1440538,Lafleche Landfill and surrounding fields,45.305983,-74.9888616,2021-05-01,10:18 AM,eBird - Casual Observation,,0,,,1,,"Surely thousands, but I’m not able to make a worthwhile estimate"
S28472186,Snow Goose,Anser caerulescens,267,300,CA-QC,Vaudreuil-Soulanges,L4410646,CA-QC-Saint-Zotique-627-799 69e Avenue - 45.2422x-74.3000,45.24224,-74.300041,2016-03-21,05:33 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S23559373,Greater White-fronted Goose,Anser albifrons,287,X,CA-NT,Inuvik,L3661126,CA-NWT Anderson River (lower),69.25198,-128.426845,2004-07-27,,Historical,0,0,,,1
S40892270,Greater White-fronted Goose,Anser albifrons,287,150,US-CA,Sacramento,L656782,Cosumnes River Preserve,38.2658235,-121.4394915,2017-12-03,09:25 AM,eBird - Traveling Count,205,1,3.,,3
S29023299,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),312,1,US-NY,Essex,L353444,Moody Pond,44.3292853,-74.1188721,2016-04-16,05:18 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S50174100,Brant,Branta bernicla,314,4,US-MA,Barnstable,L8178672,"18 Asparagus Ln, Eastham US-MA (41.8060,-70.0048)",41.80603,-70.004827,2018-11-24,08:40 AM,eBird - Traveling Count,44,1,.222,,1,,One flock of three flying. One floating at the ice edge,"River mouth entirely clogged with ice; some flowing, some not. Buffleheads, Mallards, Black Ducks, Brant at edge of floating ice. Gulls mostly on ice"
S286808250,Brant,Branta bernicla,314,30,US-MA,Barnstable,L1204913,Chatham Fish Pier,41.6881012,-69.9509235,2025-11-29,08:00 AM,eBird - Casual Observation,,0,,,1
S50174697,Brant,Branta bernicla,314,10,US-MA,Barnstable,L464527,First Encounter Beach,41.8215025,-70.0037241,2018-11-24,09:40 AM,eBird - Casual Observation,,0,,,1
S97565770,Brant,Branta bernicla,314,1,US-VT,Chittenden,L165258,Burlington Waterfront Park and Breakwater,44.4779574,-73.2233097,2021-11-14,07:50 AM,eBird - Casual Observation,,0,,,1,,Single bird on grass near path in front of coast guard station
S23560384,Brant,Branta bernicla,314,X,CA-NT,Inuvik,L3661117,CA-NWT Anderson River Delta Bird Sanctuary - Wood Bay,69.749574,-128.810101,2004-08-01,,Historical,0,0,,,1
S33308563,Brant,Branta bernicla,314,3,US-NY,New York,L516986,Carl Schurz Park,40.7753776,-73.9436671,2016-12-31,10:30 AM,eBird - Casual Observation,0,0,,,1,,,,43950911
S170985787,Brant,Branta bernicla,314,25,US-NY,New York,L555894,Governors Island (N.Y. County),40.6885372,-74.0189759,2024-04-27,11:34 AM,eBird - Casual Observation,,0,,,1
S35141513,Canada Goose,Branta canadensis,342,12,US-CA,Alameda,L178143,Albany Bulb,37.890057,-122.32462,2017-03-12,06:56 AM,eBird - Traveling Count,180,1,3.219,,1,,,,51056301 51056311 51056331
S47342002,Canada Goose,Branta canadensis,342,10,US-CA,Alameda,L597003,Berkeley Aquatic Park,37.855813,-122.2977448,2018-07-21,11:00 AM,eBird - Casual Observation,,0,,,1
S29463115,Canada Goose,Branta canadensis,342,2,US-CA,Alameda,L285281,Cesar Chavez Park,37.8709227,-122.3150389,2016-05-07,06:00 AM,eBird - Traveling Count,240,1,4.828,,1,,,"<br />Submitted from eBird for iOS, version 1.2.0 Build 62"
S37183623,Canada Goose,Branta canadensis,342,13,US-CA,Alameda,L526261,Hayward Regional Shoreline--Frank's Dump,37.6540967,-122.1544504,2017-05-27,10:09 AM,eBird - Traveling Count,50,1,1.609,,1,,4 ad 9 juv
S42674083,Canada Goose,Branta canadensis,342,15,US-CA,Alameda,L1246774,Hayward Regional Shoreline--H.A.R.D. Marsh,37.6253809,-122.1395588,2018-02-11,06:50 AM,eBird - Traveling Count,118,1,4.874,,1
S40302942,Canada Goose,Branta canadensis,342,20,US-CA,Alameda,L161083,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,2017-11-04,08:08 AM,eBird - Traveling Count,136,1,1.5,,13
S43536126,Canada Goose,Branta canadensis,342,2,US-CA,Alameda,L2377313,McLaughlin Eastshore SP--Albany access,37.890326,-122.314765,2018-03-10,10:47 AM,eBird - Traveling Count,70,1,5.871,,1
S36512825,Canada Goose,Branta canadensis,342,7,US-CA,Alameda,L298487,McLaughlin Eastshore SP--Berkeley Meadow,37.8670193,-122.3102331,2017-05-03,07:44 AM,eBird - Stationary Count,15,1,,,1
S43292411,Canada Goose,Branta canadensis,342,35,US-CA,Alameda,L774817,Middle Harbor Shoreline Park,37.8054779,-122.3259401,2018-03-01,09:41 AM,eBird - Traveling Count,51,1,1.5,,1
S37646119,Canada Goose,Branta canadensis,342,6,US-CA,Alameda,L1266027,Sea Breeze Market Cove,37.8654693,-122.3065209,2017-06-17,12:45 PM,eBird - Stationary Count,3,1,,,1
S41683219,Canada Goose,Branta canadensis,342,23,US-CA,Alameda,L1266027,Sea Breeze Market Cove,37.8654693,-122.3065209,2018-01-06,12:40 PM,eBird - Stationary Count,12,1,,,1
S43183872,Canada Goose,Branta canadensis,342,8,US-CA,Alameda,L2889406,The Gardens at Lake Merritt,37.806156,-122.2581124,2018-02-25,11:10 AM,eBird - Casual Observation,,0,,,1
S37525135,Canada Goose,Branta canadensis,342,3,US-CA,Alameda,L5958468,US-CA Anthony Chabot Campground,37.733901,-122.104333,2017-06-11,05:50 AM,eBird - Traveling Count,56,1,1.5,,1,F Flyover
S37536831,Canada Goose,Branta canadensis,342,15,US-CA,Alameda,L5958468,US-CA Anthony Chabot Campground,37.733901,-122.104333,2017-06-11,08:08 AM,eBird - Traveling Count,120,1,5.7,,1
S50174100,Canada Goose,Branta canadensis,342,7,US-MA,Barnstable,L8178672,"18 Asparagus Ln, Eastham US-MA (41.8060,-70.0048)",41.80603,-70.004827,2018-11-24,08:40 AM,eBird - Traveling Count,44,1,.222,,1,,,"River mouth entirely clogged with ice; some flowing, some not. Buffleheads, Mallards, Black Ducks, Brant at edge of floating ice. Gulls mostly on ice"
S50176609,Canada Goose,Branta canadensis,342,56,US-MA,Barnstable,L1240934,Cape Cod National Seashore--Salt Pond Visitors Center,41.837154,-69.9726588,2018-11-24,10:14 AM,eBird - Traveling Count,54,1,.981,,1
S71610270,Canada Goose,Branta canadensis,342,8,US-MA,Barnstable,L4118357,"Ryder's Cove, North Chatham",41.707803,-69.9831676,2020-07-18,03:14 PM,eBird - Casual Observation,,0,,,1
S24418348,Canada Goose,Branta canadensis,342,15,US-MA,Barnstable,L3763928,US-MA Seybolt Lawn,41.668512,-69.972957,2015-07-03,05:47 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S50126919,Canada Goose,Branta canadensis,342,13,US-MA,Barnstable,L3763928,US-MA Seybolt Lawn,41.668512,-69.972957,2018-11-22,07:45 AM,eBird - Casual Observation,,0,,,1
S50136248,Canada Goose,Branta canadensis,342,7,US-MA,Barnstable,L3763928,US-MA Seybolt Lawn,41.668512,-69.972957,2018-11-22,04:00 PM,eBird - Casual Observation,,0,,,1,,,,124762951
S50157617,Canada Goose,Branta canadensis,342,22,US-MA,Barnstable,L3763928,US-MA Seybolt Lawn,41.668512,-69.972957,2018-11-23,03:00 PM,eBird - Stationary Count,10,1,,,1
S123046364,Canada Goose,Branta canadensis,342,20,US-MA,Barnstable,L207462,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,2022-11-26,10:51 AM,eBird - Traveling Count,67,1,1.211,,1
S230040309,Canada Goose,Branta canadensis,342,3,US-NJ,Bergen,L43556139,"792 NJ-17 N, Paramus US-NJ 40.97465, -74.08083",40.974646,-74.080832,2025-04-27,10:42 AM,eBird - Casual Observation,,0,,,1
S57993192,Canada Goose,Branta canadensis,342,8,US-NH,Carroll,L449967,Crawford Notch SP--Willey House,44.1821424,-71.3989019,2019-07-05,03:46 PM,eBird - Stationary Count,1,0,,,1
S71814182,Canada Goose,Branta canadensis,342,15,US-VT,Chittenden,L11959831,"265–299 Bostwick Farm Rd, Shelburne US-VT 44.36605, -73.25051",44.366055,-73.250507,2020-07-25,09:16 AM,eBird - Traveling Count,173,1,3.695,,1
S54957588,Canada Goose,Branta canadensis,342,4,US-VT,Chittenden,L9047041,"500–1098 Hinesburg Hollow Rd, Huntington US-VT (44.3098,-72.9966)",44.309785,-72.996599,2019-04-14,04:25 PM,eBird - Casual Observation,,0,,,1
S53933490,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L8414626,Barge Canal,44.465526,-73.217702,2019-03-17,11:13 AM,eBird - Casual Observation,,0,,,1
S50761741,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L246386,Burlington Intervale,44.4964925,-73.2062496,2018-12-16,07:00 AM,eBird - Traveling Count,210,1,9.334,,5,,,Burlington CBC
S55420703,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L246386,Burlington Intervale,44.4964925,-73.2062496,2019-04-26,05:47 AM,eBird - Traveling Count,129,1,1.974,,2
S49136551,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L165266,Charlotte Ferry Landing - McNeil Cove,44.2999029,-73.2986445,2018-10-12,10:35 AM,eBird - Casual Observation,,0,,,1
S200467138,Canada Goose,Branta canadensis,342,14,US-VT,Chittenden,L164833,Charlotte Town Beach,44.33427,-73.28136,2024-10-27,10:32 AM,eBird - Casual Observation,,0,,,1
S71279356,Canada Goose,Branta canadensis,342,26,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2020-07-09,05:08 AM,eBird - Traveling Count,69,1,.962,,1
S76249186,Canada Goose,Branta canadensis,342,44,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2020-11-14,11:43 AM,eBird - Traveling Count,169,1,5.979,,1
S88589229,Canada Goose,Branta canadensis,342,24,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2021-05-20,05:26 AM,eBird - Traveling Count,129,1,1.006,,1,FL Recently Fledged Young,,Birded for part of it with Kyle Tansley. He will have better photos so I will link to that for the Golden-winged(ish) Warblers when he posts.,340474381 340474391
S109858899,Canada Goose,Branta canadensis,342,4,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2022-05-13,05:34 AM,eBird - Traveling Count,94,1,1.479,,1,,,Mostly along power lines
S54640290,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L207196,Colchester Railroad Causeway,44.5653095,-73.3112559,2019-04-06,03:50 PM,eBird - Traveling Count,25,1,1.902,,1
S72127908,Canada Goose,Branta canadensis,342,25,US-VT,Chittenden,L207196,Colchester Railroad Causeway,44.5653095,-73.3112559,2020-08-05,07:11 AM,eBird - Traveling Count,77,1,2.286,,1
S48386958,Canada Goose,Branta canadensis,342,120,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2018-09-09,06:18 AM,eBird - Traveling Count,161,1,1.948,,1
S59574861,Canada Goose,Branta canadensis,342,75,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2019-09-07,07:18 AM,eBird - Traveling Count,48,1,1.469,,1,,,"Quiet for shorebirds this morning - may have been the large number of hunters around. Briefly saw what I think was a Sora based on shape, but was backlit and didn’t get bins on it so not confident "
S55882059,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L246427,Ethan Allen Homestead,44.5072762,-73.2311241,2019-05-05,10:15 AM,eBird - Traveling Count,55,1,.987,,1
S62269290,Canada Goose,Branta canadensis,342,38,US-VT,Chittenden,L246427,Ethan Allen Homestead,44.5072762,-73.2311241,2019-12-13,11:13 AM,eBird - Traveling Count,56,1,.801,,1
S66106836,Canada Goose,Branta canadensis,342,6,US-VT,Chittenden,L246427,Ethan Allen Homestead,44.5072762,-73.2311241,2020-03-22,02:15 PM,eBird - Traveling Count,99,1,1.198,,1
S129929602,Canada Goose,Branta canadensis,342,50,US-VT,Chittenden,L246427,Ethan Allen Homestead,44.5072762,-73.2311241,2023-03-01,09:00 AM,eBird - Casual Observation,,0
S48052776,Canada Goose,Branta canadensis,342,7,US-VT,Chittenden,L7806739,Gosse Court,44.510824,-73.249353,2018-08-24,07:30 PM,eBird - Casual Observation,,0,,,1
S49230527,Canada Goose,Branta canadensis,342,10,US-VT,Chittenden,L801167,Hula/Blodgett Beach,44.4634695,-73.2206637,2018-10-16,10:10 AM,eBird - Casual Observation,,0,,,1
S55218933,Canada Goose,Branta canadensis,342,6,US-VT,Chittenden,L4470400,LaPlatte Marsh Nature Reserve,44.395041,-73.234149,2019-04-21,11:09 AM,eBird - Traveling Count,71,1,.703,,1
S56801881,Canada Goose,Branta canadensis,342,6,US-VT,Chittenden,L4470400,LaPlatte Marsh Nature Reserve,44.395041,-73.234149,2019-05-27,11:03 AM,eBird - Casual Observation,,0,,,1,FL Recently Fledged Young,,"Paddling with family up the river. Forest was flooded so much of our time we were paddling among the trees. Good bird activity, but almost totally greened-up now"
S185239467,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L208970,LaPlatte River and Marshes (S of Bay Road),44.3929279,-73.2312618,2024-07-03,10:44 AM,eBird - Traveling Count,68,1,2.401,,1
S47785967,Canada Goose,Branta canadensis,342,3,US-VT,Chittenden,L3676146,Leddy Park,44.5039702,-73.2500821,2018-08-11,09:30 AM,eBird - Casual Observation,,0
S54020886,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2019-03-19,04:53 PM,eBird - Casual Observation,,0,,,1
S83280704,Canada Goose,Branta canadensis,342,25,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2021-03-12,04:14 PM,eBird - Casual Observation,,0,,,1,,FOY
S230446398,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2025-04-28,09:53 AM,eBird - Casual Observation,,0,,,1,F Flyover
S241582542,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2025-05-17,06:16 AM,eBird - Casual Observation,,0,,,1,F Flyover,Heard
S288285105,Canada Goose,Branta canadensis,342,20,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2025-12-12,12:02 PM,eBird - Casual Observation,,0,,,1,,Flock flying south in a V
S60965568,Canada Goose,Branta canadensis,342,17,US-VT,Chittenden,L1553604,Lone Rock Point / North Beach,44.4910591,-73.2469056,2019-10-26,01:00 PM,eBird - Traveling Count,20,1,.116,,1
S71186651,Canada Goose,Branta canadensis,342,30,US-VT,Chittenden,L1960127,Niquette Bay State Park,44.5847824,-73.1928921,2020-07-05,01:56 PM,eBird - Casual Observation,,0,,,1
S67044280,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L1226253,Oakledge Park,44.4531049,-73.2270098,2020-04-11,01:21 PM,eBird - Traveling Count,51,1,1.149,,1
S66640588,Canada Goose,Branta canadensis,342,6,US-VT,Chittenden,L740100,Pine Island Road / Colchester Intervale,44.5213869,-73.2158518,2020-04-04,05:20 PM,eBird - Stationary Count,5,1,,,1
S55997306,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2019-05-08,06:03 AM,eBird - Traveling Count,192,1,2.23,,2
S60449786,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2019-10-08,08:13 AM,eBird - Traveling Count,26,1,1.39,,1,,Heard
S68533810,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2020-05-07,05:21 AM,eBird - Traveling Count,135,1,2.192,,1,,Heard
S68914389,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2020-05-12,05:30 AM,eBird - Traveling Count,186,1,2.426,,1,,Heard
S86943549,Canada Goose,Branta canadensis,342,5,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2021-03-27,10:03 AM,eBird - Traveling Count,61,0,.533,,1
S55250205,Canada Goose,Branta canadensis,342,17,US-VT,Chittenden,L8032680,Saint Michael's College Natural Area,44.4966632,-73.1523212,2019-04-22,05:50 AM,eBird - Traveling Count,153,1,2.521,,1
S54148611,Canada Goose,Branta canadensis,342,17,US-VT,Chittenden,L2055067,Sandbar Causeway (Chittenden County),44.6279911,-73.2451111,2019-03-23,05:40 PM,eBird - Traveling Count,15,1,.172,,1
S172570424,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L9624919,Saxon Hill Recreational Area,44.4910335,-73.0343403,2024-05-07,05:53 AM,eBird - Traveling Count,100,1,3.483,,1,F Flyover
S68337455,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L2284033,Shelburne Bay Park / Allen Hill,44.4036796,-73.2401848,2020-05-03,11:32 AM,eBird - Traveling Count,189,1,1.889,,1
S59922640,Canada Goose,Branta canadensis,342,72,US-VT,Chittenden,L9091889,Shelburne Bay boat access,44.400238,-73.234785,2019-09-14,03:04 PM,eBird - Traveling Count,20,1,.115,,1
S56450756,Canada Goose,Branta canadensis,342,6,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2019-05-18,12:10 PM,eBird - Casual Observation,,0,,,1
S66329633,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2020-03-28,11:21 AM,eBird - Traveling Count,175,1,5.639,,1,,Heard out on the lake somewhere
S69232341,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2020-05-17,12:11 PM,eBird - Traveling Count,55,1,2.815,,1
S69233422,Canada Goose,Branta canadensis,342,2,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2020-05-17,01:40 PM,eBird - Casual Observation,,0,,,1
S69227548,Canada Goose,Branta canadensis,342,1,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2020-05-17,01:59 PM,eBird - Traveling Count,64,1,3.115,,1
S49317728,Canada Goose,Branta canadensis,342,105,US-VT,Chittenden,L1822905,Shelburne Pond--Fishing Access & UVM Natural Area,44.3774287,-73.1620912,2018-10-20,11:02 AM,eBird - Traveling Count,60,1,1.3,,1,,,Pretty quiet out. Was hoping scoters from earlier in the week had stuck around. No such luck
S86249200,Canada Goose,Branta canadensis,342,9,US-VT,Chittenden,L388524,Shelburne Town Beach / Meach Cove,44.3630717,-73.2671356,2021-04-24,09:57 AM,eBird - Traveling Count,83,1,2.919,,1
S218686718,Canada Goose,Branta canadensis,342,20,US-VT,Chittenden,L388524,Shelburne Town Beach / Meach Cove,44.3630717,-73.2671356,2025-03-15,11:25 AM,eBird - Traveling Count,65,1,2.11,,1
S60779904,Canada Goose,Branta canadensis,342,8,US-VT,Chittenden,L3692884,Wolcott Family Natural Area,44.5506238,-73.1388134,2019-10-20,07:04 AM,eBird - Traveling Count,104,1,3.641,,2
S62673829,Canada Goose,Branta canadensis,342,1,CA-ON,Cochrane,L10355985,"CA-Harricanaw River (51.0436,-79.6803)",51.043615,-79.680342,2002-06-27,03:07 PM,eBird - Casual Observation,,0,,,1,,,,195412161 195412171
S43168202,Canada Goose,Branta canadensis,342,5,US-CA,Contra Costa,L6985218,"1900 Stenmark Dr, Richmond US-CA (37.9641,-122.4189)",37.964118,-122.418899,2018-02-25,06:21 AM,eBird - Traveling Count,25,1,1.614,,1
S35258649,Canada Goose,Branta canadensis,342,14,US-CA,Contra Costa,L593834,Miller/Knox Regional Shoreline,37.9162036,-122.3865795,2017-03-18,10:09 AM,eBird - Traveling Count,160,1,4.023,,1
S35086570,Canada Goose,Branta canadensis,342,2,US-CA,Contra Costa,L832260,Redwood Regional Park--Stream Trail,37.8206667,-122.166853,2017-03-10,06:30 AM,eBird - Traveling Count,150,1,2.414,,8,,Flyover,GGAS Birding by Ear along the Stream Trail **25 species represented here were either calling or singing or both. Most notable Pacific Wren and Ruby-crowned Kinglet (personal favorites for the morning).
S41016856,Canada Goose,Branta canadensis,342,85,US-CA,Contra Costa,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",37.9090901,-122.3329122,2017-12-10,06:57 AM,eBird - Traveling Count,37,1,.21,,3
S41878891,Canada Goose,Branta canadensis,342,30,US-CA,Contra Costa,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",37.9090901,-122.3329122,2018-01-13,06:43 AM,eBird - Traveling Count,41,1,1.325,,1
S41871313,Canada Goose,Branta canadensis,342,215,US-CA,Contra Costa,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",37.9090901,-122.3329122,2018-01-13,07:24 AM,eBird - Traveling Count,227,1,4.,,1,,120 were flyover
S42095339,Canada Goose,Branta canadensis,342,2,US-CA,Contra Costa,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",37.9090901,-122.3329122,2018-01-20,10:48 AM,eBird - Stationary Count,6,1,,,1
S47598116,Canada Goose,Branta canadensis,342,15,US-UT,Davis,L151122,Antelope Island SP--Causeway,41.08841,-112.186714,2018-08-01,07:32 PM,eBird - Casual Observation,,0,,,1
S134405624,Canada Goose,Branta canadensis,342,2,US-DC,District of Columbia,L473521,Constitution Gardens and Reflecting Pool,38.8901142,-77.043364,2023-04-20,03:22 PM,eBird - Casual Observation,,0,,,1
S135015811,Canada Goose,Branta canadensis,342,6,US-DC,District of Columbia,L473521,Constitution Gardens and Reflecting Pool,38.8901142,-77.043364,2023-04-21,06:17 AM,eBird - Casual Observation,,0,,,1
S39940143,Canada Goose,Branta canadensis,342,24,US-NV,Douglas,L3614376,Lam Watah Nature Trail and Rabe Meadows,38.9738559,-119.940936,2017-10-15,09:33 AM,eBird - Traveling Count,85,1,3.5,,1
S47051837,Canada Goose,Branta canadensis,342,18,US-NV,Douglas,L3614376,Lam Watah Nature Trail and Rabe Meadows,38.9738559,-119.940936,2018-07-07,10:15 AM,eBird - Casual Observation,,0,,,1
S31407697,Canada Goose,Branta canadensis,342,31,US-CA,El Dorado,L723167,South Lake Tahoe area,38.9418537,-119.9792862,2016-09-03,07:31 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.2.6 Build 75"
S31431884,Canada Goose,Branta canadensis,342,90,US-CA,El Dorado,L1259871,Tahoe Marsh--via San Francisco Ave.,38.9397508,-119.9931049,2016-09-05,06:44 AM,eBird - Traveling Count,151,1,3.,,1,,,"<br />Submitted from eBird for iOS, version 1.2.6 Build 75"
S49211162,Canada Goose,Branta canadensis,342,25,US-NY,Essex,L8034251,"Beaver Point Leanto - The Adirondacks, Lake Placid US-NY (44.1211,-73.9819)",44.121129,-73.981945,2018-10-14,09:05 AM,eBird - Casual Observation,,0,,,1
S29023299,Canada Goose,Branta canadensis,342,1,US-NY,Essex,L353444,Moody Pond,44.3292853,-74.1188721,2016-04-16,05:18 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S89219590,Canada Goose,Branta canadensis,342,1,US-VT,Franklin,L589162,Burton Island State Park,44.7730616,-73.2063675,2021-05-29,11:46 AM,eBird - Casual Observation,,0,,,1
